Plant,Product  Order,Product Code,production date,         Plan Qty,product name,Base qty,Required qty,Actual qty,difference,Gain,Loss/Gain %,Std Loss %,Std Loss Qty,            Loss (Gain),Std Cost,Base Req. Value,Std Loss Value,Standard Value,Actual Value,Std Cost Variance,         Variance_2
plant 2,11927390,535626,13.10.2022,22464,valtino malt,1779.149,1814.732,1867,87.851,Loss,4.94,2,35.583,52.27,$1302828.68,23179263.43,463585.27,23642848.96,24323811.46,680962.5,1144548.03
plant 2,11818750,535611,12.04.2022,21912,crystal milk,1774.873,1810.37,1867,92.127,Loss,5.19,2,35.497,56.63,$3021213.01,53622693.99,1072453.88,54695133.97,56406046.9,1710912.93,2783352.91
plant 2,11857305,535611,16.06.2022,21912,crystal milk,1774.873,1810.37,1818,43.127,Loss,2.43,2,35.497,7.63,$3021213.01,53622693.99,1072453.88,54695133.97,54925652.52,230518.55,1302958.53
plant 2,11818758,535611,14.04.2022,21780,crystal milk,1764.18,1799.464,1881,116.82,Loss,6.62,2,35.284,81.54,$3021213.01,53299635.68,1065992.71,54365640.48,56829016.72,2463376.24,3529381.04
plant 2,11919558,535611,22.09.2022,2178,crystal milk,176.419,179.947,98,-78.419,Gain,44.45,2,3.528,-81.95,$3021213.01,5329993.78,106599.88,5436582.18,2960788.75,-2475793.43,-2369205.03
plant 2,11916601,699076,25.09.2022,2450,juice,176.4,179.928,164,-12.4,Gain,7.03,2,3.528,-15.93,$1295929.78,2286020.13,45720.4,2331740.53,2125324.84,-206415.69,-160695.29
plant 2,11857267,535611,10.06.2022,21714,crystal milk,1758.834,1794.011,1720,-38.834,Gain,2.21,2,35.177,-74.01,$3021213.01,53138121.63,1062762.43,54200893.73,51964863.77,-2236029.96,-1173257.86
plant 2,11857199,535611,08.06.2022,21714,crystal milk,1758.834,1794.011,1788,29.166,Loss,1.66,2,35.177,-6.01,$3021213.01,53138121.63,1062762.43,54200893.73,54019288.62,-181605.11,881166.99
plant 2,11818772,535611,18.04.2022,21714,crystal milk,1758.834,1794.011,1836,77.166,Loss,4.39,2,35.177,41.99,$3021213.01,53138121.63,1062762.43,54200893.73,55469470.86,1268577.13,2331349.23
plant 2,11844783,535611,14.05.2022,21714,crystal milk,1758.834,1794.011,1909,150.166,Loss,8.54,2,35.177,114.99,$3021213.01,53138121.63,1062762.43,54200893.73,57674956.36,3474062.63,4536834.73
plant 2,11842185,535611,11.05.2022,21714,crystal milk,1758.834,1794.011,1739,-19.834,Gain,1.13,2,35.177,-55.01,$3021213.01,53138121.63,1062762.43,54200893.73,52538894.24,-1661999.49,-599227.39
plant 2,11877215,535611,14.07.2022,21714,crystal milk,1758.834,1794.011,1824,65.166,Loss,3.71,2,35.177,29.99,$3021213.01,53138121.63,1062762.43,54200893.73,55106925.3,906031.57,1968803.67
plant 2,11857194,535611,06.06.2022,21582,crystal milk,1748.142,1783.105,1995,246.858,Loss,14.12,2,34.963,211.9,$3021213.01,52815093.54,1056301.87,53871400.24,60273199.55,6401799.31,7458106.01
plant 2,11877210,535611,15.07.2022,21516,crystal milk,1742.796,1777.652,1768,25.204,Loss,1.45,2,34.856,-9.65,$3021213.01,52653579.49,1053071.59,53706653.5,53415046.02,-291607.48,761466.53
plant 2,11920227,535611,24.09.2022,21516,crystal milk,1742.796,1777.652,1790,47.204,Loss,2.71,2,34.856,12.35,$3021213.01,52653579.49,1053071.59,53706653.5,54079712.88,373059.38,1426133.39
plant 2,11891534,755760,04.09.2022,21497,crystal milk,1741.258,1776.083,1494,-247.258,Gain,14.2,2,34.825,-282.08,$2401765.2,41820928.69,836418.57,42657343.42,35882372.09,-6774971.33,-5938556.6
plant 2,11818832,535624,20.04.2022,21450,crystal milk,1737.45,1772.199,1675,-62.45,Gain,3.59,2,34.749,-97.2,$1477616.53,25672848.4,513456.97,26186305.37,24750076.88,-1436228.49,-922771.52
plant 2,11877261,535611,10.07.2022,21384,crystal milk,1732.105,1766.747,1438,-294.105,Gain,16.98,2,34.642,-328.75,$3021213.01,52330581.61,1046611.63,53377190.22,43445043.08,-9932147.14,-8885538.53
plant 2,11864675,535612,16.06.2022,2196,crystal milk,173.924,177.402,375,201.076,Loss,115.61,2,3.478,197.6,$3021213.01,5254614.52,105092.29,5359692.3,11329548.79,5969856.49,6074934.27
plant 2,11865723,535612,18.06.2022,21828,crystal milk,1728.778,1763.354,1544,-184.778,Gain,10.69,2,34.576,-219.35,$3021213.01,52230065.85,1044601.32,53274680.46,46647528.87,-6627151.59,-5582536.98
plant 2,11905187,535625,05.09.2022,21816,valtino malt,1727.827,1762.384,2027,299.173,Loss,17.31,2,34.557,264.62,$1302828.68,22510625.7,450212.51,22960844.2,26408337.34,3447493.14,3897711.64
plant 2,11931285,535611,22.10.2022,21318,crystal milk,1726.759,1761.294,1730,3.241,Loss,0.19,2,34.535,-31.29,$3021213.01,52169067.56,1043381.35,53212443.47,52266985.07,-945458.4,97917.51
plant 2,11837587,535611,08.05.2022,21252,crystal milk,1721.413,1755.841,1538,-183.413,Gain,10.65,2,34.428,-217.84,$3021213.01,52007553.51,1040151.07,53047696.73,46466256.09,-6581440.64,-5541297.42
plant 2,11857190,535611,04.06.2022,21252,crystal milk,1721.413,1755.841,1848,126.587,Loss,7.35,2,34.428,92.16,$3021213.01,52007553.51,1040151.07,53047696.73,55832016.42,2784319.69,3824462.91
plant 2,11857185,535626,06.06.2022,21684,valtino malt,1717.374,1751.721,1768,50.626,Loss,2.95,2,34.347,16.28,$1302828.68,22374441.01,447488.82,22821923.58,23034011.06,212087.48,659570.05
plant 2,11874687,535609,04.07.2022,21960,crystal milk,1712.88,1747.138,1906,193.12,Loss,11.27,2,34.258,158.86,$3021213.01,51749753.41,1034995.07,52784760.56,57584319.97,4799559.41,5834566.56
plant 2,11857416,535625,03.06.2022,21600,valtino malt,1710.721,1744.935,2160,449.279,Loss,26.26,2,34.214,415.07,$1302828.68,22287763.82,445755.28,22733513.63,28141099.49,5407585.86,5853335.67
plant 2,11877252,535611,19.07.2022,21054,crystal milk,1705.375,1739.483,1544,-161.375,Gain,9.46,2,34.108,-195.48,$3021213.01,51523011.37,1030460.23,52553486.7,46647528.87,-5905957.83,-4875482.5
plant 2,11916671,535609,17.09.2022,21816,crystal milk,1701.648,1735.681,1700,-1.648,Gain,0.1,2,34.033,-35.68,$3021213.01,51410410.76,1028208.22,52438620.18,51360621.17,-1077999.01,-49789.59
plant 2,11924111,535611,12.10.2022,21000,crystal milk,1701,1735.02,1731,30,Loss,1.76,2,34.02,-4.02,$3021213.01,51390833.3,1027816.67,52418649.97,52297197.2,-121452.77,906363.9
plant 2,11857290,535625,11.06.2022,216,valtino malt,17.108,17.45,0,-17.108,null,0,2,0.342,-17.45,$1302828.68,222887.93,4457.76,227343.6,0,-227343.6,-222887.93
plant 2,11892786,535625,04.08.2022,216,valtino malt,17.108,17.45,141,123.892,Loss,724.18,2,0.342,123.55,$1302828.68,222887.93,4457.76,227343.6,1836988.44,1609644.84,1614100.51
plant 2,11891466,535609,08.08.2022,21744,crystal milk,1696.032,1729.953,1949,252.968,Loss,14.92,2,33.921,219.05,$3021213.01,51240739.44,1024814.79,52265565.1,58883441.56,6617876.46,7642702.12
plant 2,11818788,535611,22.04.2022,20922,crystal milk,1694.682,1728.576,1669,-25.682,Gain,1.52,2,33.894,-59.58,$3021213.01,51199953.06,1023999.06,52223963,50424045.14,-1799917.86,-775907.92
plant 2,11837648,535611,18.05.2022,20922,crystal milk,1694.682,1728.576,1725,30.318,Loss,1.79,2,33.894,-3.58,$3021213.01,51199953.06,1023999.06,52223963,52115924.42,-108038.58,915971.36
plant 2,11837636,535611,15.05.2022,20922,crystal milk,1694.682,1728.576,1434,-260.682,Gain,15.38,2,33.894,-294.58,$3021213.01,51199953.06,1023999.06,52223963,43324194.56,-8899768.44,-7875758.5
plant 2,11877258,535609,10.07.2022,21707,crystal milk,1693.146,1727.009,1360,-333.146,Gain,19.68,2,33.863,-367.01,$3021213.01,51153547.23,1023070.94,52176620.59,41088496.94,-11088123.65,-10065050.29
plant 2,11877266,535609,14.07.2022,21600,crystal milk,1684.8,1718.496,1945,260.2,Loss,15.44,2,33.696,226.5,$3021213.01,50901396.79,1018027.94,51919424.73,58762593.04,6843168.31,7861196.25
plant 2,11818751,535611,13.04.2022,20790,crystal milk,1683.99,1717.67,1643,-40.99,Gain,2.43,2,33.68,-74.67,$3021213.01,50876924.97,1017538.5,51894469.51,49638529.75,-2255939.76,-1238395.22
plant 2,11891525,535611,26.08.2022,20658,crystal milk,1673.298,1706.764,1731,57.702,Loss,3.45,2,33.466,24.24,$3021213.01,50553896.87,1011077.94,51564976.02,52297197.2,732221.18,1743300.33
plant 2,11877286,535611,21.07.2022,20592,crystal milk,1667.953,1701.312,1770,102.047,Loss,6.12,2,33.359,68.69,$3021213.01,50392413.04,1007848.26,51400259.48,53475470.28,2075210.8,3083057.24
plant 2,11837657,535626,26.05.2022,21039,valtino malt,1666.289,1699.615,1410,-256.289,Gain,15.38,2,33.326,-289.62,$1302828.68,21708890.98,434177.82,22143071.67,18369884.39,-3773187.28,-3339006.59
plant 2,11891478,535609,09.08.2022,21312,crystal milk,1662.336,1695.583,1675,12.664,Loss,0.76,2,33.247,-20.58,$3021213.01,50222711.5,1004454.23,51227174.19,50605317.92,-621856.27,382606.42
plant 2,11935165,535611,29.10.2022,20460,crystal milk,1657.261,1690.406,1693,35.739,Loss,2.16,2,33.145,2.59,$3021213.01,50069384.94,1001387.7,51070765.99,51149136.26,78370.27,1079751.32
plant 2,11877245,535611,09.07.2022,20460,crystal milk,1657.261,1690.406,1744,86.739,Loss,5.23,2,33.145,53.59,$3021213.01,50069384.94,1001387.7,51070765.99,52689954.89,1619188.9,2620569.95
plant 2,11891501,535626,20.08.2022,20882,valtino malt,1653.855,1686.932,1657,3.145,Loss,0.19,2,33.077,-29.93,$1302828.68,21546897.27,430937.95,21977833.91,21587871.23,-389962.68,40973.96
plant 2,11850891,535611,25.05.2022,20394,crystal milk,1651.915,1684.953,3703,2051.085,Loss,124.16,2,33.038,2018.05,$3021213.01,49907870.89,998157.42,50906019.25,111875517.8,60969498.51,61967646.87
plant 2,11826687,535611,01.05.2022,20394,crystal milk,1651.915,1684.953,1714,62.085,Loss,3.76,2,33.038,29.05,$3021213.01,49907870.89,998157.42,50906019.25,51783590.99,877571.74,1875720.1
plant 2,11891510,535625,21.08.2022,20855,valtino malt,1651.717,1684.751,1758,106.283,Loss,6.43,2,33.034,73.25,$1302828.68,21519042.79,430380.86,21949419.21,22903728.19,954308.98,1384685.4
plant 2,11875731,535625,07.07.2022,20832,valtino malt,1649.895,1682.893,1465,-184.895,Gain,11.21,2,32.998,-217.89,$1302828.68,21495305.25,429906.11,21925212.66,19086440.16,-2838772.5,-2408865.09
plant 2,11923998,535625,06.10.2022,20736,valtino malt,1642.292,1675.138,1660,17.708,Loss,1.08,2,32.846,-15.14,$1302828.68,21396251.19,427925.02,21824178.29,21626956.09,-197222.2,230704.9
plant 2,11891519,535611,24.08.2022,20262,crystal milk,1641.223,1674.047,1675,33.777,Loss,2.06,2,32.824,0.95,$3021213.01,49584842.8,991696.86,50576525.76,50605317.92,28792.16,1020475.12
plant 2,11837670,699076,29.05.2022,22680,juice,1632.961,1665.62,1470,-162.961,Gain,9.98,2,32.659,-195.62,$1295929.78,21162027.89,423240.56,21585265.6,19050167.77,-2535097.83,-2111860.12
plant 2,11857296,535611,15.06.2022,20130,crystal milk,1630.53,1663.141,1632,1.47,Loss,0.09,2,32.611,-31.14,$3021213.01,49261784.49,985235.69,50247032.27,49306196.32,-940835.95,44411.83
plant 2,11837610,535609,08.05.2022,20880,crystal milk,1628.64,1661.213,1410,-218.64,Gain,13.42,2,32.573,-251.21,$3021213.01,49204683.57,984093.67,50188783.28,42599103.44,-7589679.84,-6605580.13
plant 2,11889969,755760,30.07.2022,19836,crystal milk,1606.717,1638.851,1358,-248.717,Gain,15.48,2,32.134,-280.85,$2401765.2,38589569.77,771791.4,39361353,32615971.42,-6745381.58,-5973598.35
plant 2,11905192,535609,07.09.2022,20592,crystal milk,1606.176,1638.3,1730,123.824,Loss,7.71,2,32.124,91.7,$3021213.01,48525998.28,970519.97,49496532.74,52266985.07,2770452.33,3740986.79
plant 2,11837682,535609,19.05.2022,20592,crystal milk,1606.176,1638.3,1910,303.824,Loss,18.92,2,32.124,271.7,$3021213.01,48525998.28,970519.97,49496532.74,57705168.49,8208635.75,9179170.21
plant 2,11837683,535609,21.05.2022,2057,crystal milk,160.446,163.655,259,98.554,Loss,61.43,2,3.209,95.35,$3021213.01,4847415.43,96948.31,4944366.15,7824941.7,2880575.55,2977526.27
plant 2,11893498,535611,05.08.2022,198,crystal milk,16.038,16.359,0,-16.038,null,0,2,0.321,-16.36,$3021213.01,484542.14,9690.84,494240.24,0,-494240.24,-484542.14
plant 2,11837696,535611,02.06.2022,198,crystal milk,16.038,16.359,178,161.962,Loss,999.99,2,0.321,161.64,$3021213.01,484542.14,9690.84,494240.24,5377759.16,4883518.92,4893217.02
plant 2,11924945,535611,03.10.2022,198,crystal milk,16.038,16.359,80,63.962,Loss,398.82,2,0.321,63.64,$3021213.01,484542.14,9690.84,494240.24,2416970.41,1922730.17,1932428.27
plant 2,11923807,535611,10.10.2022,19734,crystal milk,1598.455,1630.424,1848,249.545,Loss,15.61,2,31.969,217.58,$3021213.01,48292730.42,965854.61,49258582.01,55832016.42,6573434.41,7539286
plant 2,11891520,535611,25.08.2022,19668,crystal milk,1593.109,1624.971,1597,3.891,Loss,0.24,2,31.862,-27.97,$3021213.01,48131216.37,962624.33,49093835.26,48248771.77,-845063.49,117555.4
plant 2,11877202,535611,13.07.2022,19602,crystal milk,1587.763,1619.518,1638,50.237,Loss,3.16,2,31.755,18.48,$3021213.01,47969702.32,959394.05,48929088.52,49487469.1,558380.58,1517766.78
plant 2,11885840,535625,23.07.2022,20016,valtino malt,1585.268,1616.973,1620,34.732,Loss,2.19,2,31.705,3.03,$1302828.68,20653326.16,413066.52,21066387.99,21105824.62,39436.63,452498.46
plant 2,11837573,535626,06.05.2022,19992,valtino malt,1583.367,1615.034,1548,-35.367,Gain,2.23,2,31.667,-67.03,$1302828.68,20628559.39,412571.19,21041126.14,20167787.97,-873338.17,-460771.42
plant 2,11837605,535611,12.05.2022,19536,crystal milk,1582.417,1614.065,1663,80.583,Loss,5.09,2,31.648,48.94,$3021213.01,47808188.28,956163.77,48764341.77,50242772.36,1478430.59,2434584.08
plant 2,11905196,535611,08.09.2022,19536,crystal milk,1582.417,1614.065,1560,-22.417,Gain,1.42,2,31.648,-54.07,$3021213.01,47808188.28,956163.77,48764341.77,47130922.96,-1633418.81,-677265.32
plant 2,11927279,535611,14.10.2022,19536,crystal milk,1582.417,1614.065,1659,76.583,Loss,4.84,2,31.648,44.94,$3021213.01,47808188.28,956163.77,48764341.77,50121923.84,1357582.07,2313735.56
plant 2,11833006,535611,24.04.2022,19470,crystal milk,1577.071,1608.612,1594,16.929,Loss,1.07,2,31.541,-14.61,$3021213.01,47646674.23,952933.48,48599595.02,48158135.38,-441459.64,511461.15
plant 2,11818704,535611,06.04.2022,19470,crystal milk,1577.071,1608.612,1638,60.929,Loss,3.86,2,31.541,29.39,$3021213.01,47646674.23,952933.48,48599595.02,49487469.1,887874.08,1840794.87
plant 2,11875733,535611,06.07.2022,19470,crystal milk,1577.071,1608.612,1584,6.929,Loss,0.44,2,31.541,-24.61,$3021213.01,47646674.23,952933.48,48599595.02,47856014.08,-743580.94,209339.85
plant 2,11924125,755760,02.10.2022,19404,crystal milk,1571.725,1603.16,1400,-171.725,Gain,10.93,2,31.435,-203.16,$2401765.2,37749144.09,754982.88,38504138.98,33624712.8,-4879426.18,-4124431.29
plant 2,11818703,535611,05.04.2022,19338,crystal milk,1566.378,1597.706,1649,82.622,Loss,5.27,2,31.328,51.29,$3021213.01,47323615.92,946472.32,48270101.53,49819802.53,1549701,2496186.61
plant 2,11833303,535609,24.04.2022,19944,crystal milk,1555.632,1586.745,1560,4.368,Loss,0.28,2,31.113,-26.75,$3021213.01,46998956.37,939979.13,47938946.38,47130922.96,-808023.42,131966.59
plant 2,11824318,535611,08.04.2022,19140,crystal milk,1550.34,1581.347,1602,51.66,Loss,3.33,2,31.007,20.65,$3021213.01,46839073.78,936781.48,47775861.3,48399832.42,623971.12,1560758.64
plant 2,11912753,535612,12.09.2022,19571,crystal milk,1550.024,1581.024,1560,9.976,Loss,0.64,2,31,-21.02,$3021213.01,46829526.75,936590.54,47766102.78,47130922.96,-635179.82,301396.21
plant 2,11939265,535611,30.10.2022,19074,crystal milk,1544.994,1575.894,1289,-255.994,Gain,16.57,2,30.9,-286.89,$3021213.01,46677559.73,933551.19,47611114.55,38943435.7,-8667678.85,-7734124.03
plant 2,11891448,535611,09.08.2022,19008,crystal milk,1539.648,1570.441,1860,320.352,Loss,20.81,2,30.793,289.56,$3021213.01,46516045.68,930320.91,47446367.81,56194561.99,8748194.18,9678516.31
plant 2,11837637,535625,16.05.2022,19440,valtino malt,1539.648,1570.441,1577,37.352,Loss,2.43,2,30.793,6.56,$1302828.68,20058975.72,401179.51,20460155.75,20545608.28,85452.53,486632.56
plant 2,11857417,535611,03.06.2022,18975,crystal milk,1536.975,1567.715,1609,72.025,Loss,4.69,2,30.74,41.29,$3021213.01,46435288.66,928705.77,47364009.54,48611317.33,1247307.79,2176028.67
plant 2,11837594,535611,09.05.2022,18942,crystal milk,1534.303,1564.989,1768,233.697,Loss,15.23,2,30.686,203.01,$3021213.01,46354561.85,927091.24,47281651.27,53415046.02,6133394.75,7060484.17
plant 2,11857321,535611,25.06.2022,18942,crystal milk,1534.303,1564.989,1573,38.697,Loss,2.52,2,30.686,8.01,$3021213.01,46354561.85,927091.24,47281651.27,47523680.65,242029.38,1169118.8
plant 2,11915817,535611,16.09.2022,18810,crystal milk,1523.611,1554.083,1524,0.389,Loss,0.03,2,30.472,-30.08,$3021213.01,46031533.75,920630.68,46952157.78,46043286.27,-908871.51,11752.52
plant 2,11857324,535611,26.06.2022,18810,crystal milk,1523.611,1554.083,1384,-139.611,Gain,9.16,2,30.472,-170.08,$3021213.01,46031533.75,920630.68,46952157.78,41813588.06,-5138569.72,-4217945.69
plant 2,11905181,535611,05.09.2022,18810,crystal milk,1523.611,1554.083,1696,172.389,Loss,11.31,2,30.472,141.92,$3021213.01,46031533.75,920630.68,46952157.78,51239772.65,4287614.87,5208238.9
plant 2,11927397,535625,15.10.2022,19193,valtino malt,1520.086,1550.488,1577,56.914,Loss,3.74,2,30.402,26.51,$1302828.68,19804116.37,396082.33,20200202.34,20545608.28,345405.94,741491.91
plant 2,11857319,535611,24.06.2022,18744,crystal milk,1518.265,1548.63,1561,42.735,Loss,2.81,2,30.365,12.37,$3021213.01,45870019.71,917400.39,46787411.04,47161135.09,373724.05,1291115.38
plant 2,11818715,535611,07.04.2022,18744,crystal milk,1518.265,1548.63,1520,1.735,Loss,0.11,2,30.365,-28.63,$3021213.01,45870019.71,917400.39,46787411.04,45922437.75,-864973.29,52418.04
plant 2,11891440,535611,05.08.2022,18744,crystal milk,1518.265,1548.63,1272,-246.265,Gain,16.22,2,30.365,-276.63,$3021213.01,45870019.71,917400.39,46787411.04,38429829.49,-8357581.55,-7440190.22
plant 2,11877388,535611,08.07.2022,18744,crystal milk,1518.265,1548.63,1614,95.735,Loss,6.31,2,30.365,65.37,$3021213.01,45870019.71,917400.39,46787411.04,48762377.98,1974966.94,2892358.27
plant 2,11912748,535611,18.09.2022,1870,crystal milk,151.471,154.5,0,-151.471,null,0,2,3.029,-154.5,$3021213.01,4576261.56,91525.23,4667774.1,0,-4667774.1,-4576261.56
plant 2,11905220,535611,04.09.2022,18612,crystal milk,1507.573,1537.724,1355,-152.573,Gain,10.12,2,30.151,-182.72,$3021213.01,45546991.61,910939.83,46457917.55,40937436.29,-5520481.26,-4609555.32
plant 2,11877308,535611,23.07.2022,18612,crystal milk,1507.573,1537.724,1564,56.427,Loss,3.74,2,30.151,26.28,$3021213.01,45546991.61,910939.83,46457917.55,47251771.48,793853.93,1704779.87
plant 2,11876199,535611,07.07.2022,18612,crystal milk,1507.573,1537.724,1563,55.427,Loss,3.68,2,30.151,25.28,$3021213.01,45546991.61,910939.83,46457917.55,47221559.35,763641.8,1674567.74
plant 2,11875732,535625,06.07.2022,19008,valtino malt,1505.434,1535.543,1560,54.566,Loss,3.62,2,30.109,24.46,$1302828.68,19613225.91,392264.52,20005494.6,20324127.41,318632.81,710901.5
plant 2,11891508,535609,22.08.2022,19296,crystal milk,1505.088,1535.19,1643,137.912,Loss,9.16,2,30.102,107.81,$3021213.01,45471914.47,909438.29,46381360.01,49638529.75,3257169.74,4166615.28
plant 2,11821862,535626,03.04.2022,200,valtino malt,15.84,16.157,0,-15.84,null,0,2,0.317,-16.16,$1302828.68,206368.06,4127.36,210498.03,0,-210498.03,-206368.06
plant 2,11930747,699076,17.10.2022,210,juice,15.121,15.423,16,0.879,Loss,5.81,2,0.302,0.58,$1295929.78,195957.54,3919.15,199871.25,207348.76,7477.51,11391.22
plant 2,11829858,535609,28.04.2022,19224,crystal milk,1499.473,1529.462,1440,-59.473,Gain,3.97,2,29.989,-89.46,$3021213.01,45302273.36,906045.47,46208304.93,43505467.34,-2702837.59,-1796806.02
plant 2,11935085,535609,28.10.2022,19224,crystal milk,1499.473,1529.462,1560,60.527,Loss,4.04,2,29.989,30.54,$3021213.01,45302273.36,906045.47,46208304.93,47130922.96,922618.03,1828649.6
plant 2,11912784,535611,09.09.2022,18480,crystal milk,1496.88,1526.818,1570,73.12,Loss,4.88,2,29.938,43.18,$3021213.01,45223933.3,904478.67,46128424.06,47433044.26,1304620.2,2209110.96
plant 2,11877328,535611,25.07.2022,18480,crystal milk,1496.88,1526.818,2006,509.12,Loss,34.01,2,29.938,479.18,$3021213.01,45223933.3,904478.67,46128424.06,60605532.98,14477108.92,15381599.68
plant 2,11877619,535609,09.07.2022,19152,crystal milk,1493.857,1523.734,1625,131.143,Loss,8.78,2,29.877,101.27,$3021213.01,45132602.03,902652.04,46035249.85,49094711.41,3059461.56,3962109.38
plant 2,11837571,535611,07.05.2022,18414,crystal milk,1491.534,1521.365,1590,98.466,Loss,6.6,2,29.831,68.64,$3021213.01,45062419.26,901248.39,45963677.31,48037286.86,2073609.55,2974867.6
plant 2,11857318,535611,23.06.2022,18348,crystal milk,1486.188,1515.912,1539,52.812,Loss,3.55,2,29.724,23.09,$3021213.01,44900905.21,898018.1,45798930.56,46496468.22,697537.66,1595563.01
plant 2,11877267,535625,13.07.2022,18725,valtino malt,1483.021,1512.681,1339,-144.021,Gain,9.71,2,29.66,-173.68,$1302828.68,19321222.92,386424.46,19707641.9,17444876.03,-2262765.87,-1876346.89
plant 2,11916577,535609,21.09.2022,19008,crystal milk,1482.625,1512.278,1610,127.375,Loss,8.59,2,29.653,97.72,$3021213.01,44793259.39,895865.19,45689139.68,48641529.46,2952389.78,3848270.07
plant 2,11906967,535609,01.09.2022,19008,crystal milk,1482.625,1512.278,1830,347.375,Loss,23.43,2,29.653,317.72,$3021213.01,44793259.39,895865.19,45689139.68,55288198.08,9599058.4,10494938.69
plant 2,11898344,535611,17.08.2022,18216,crystal milk,1475.496,1505.006,670,-805.496,Gain,54.59,2,29.51,-835.01,$3021213.01,44577877.11,891557.54,45469437.07,20242127.17,-25227309.9,-24335749.94
plant 2,11872017,535611,28.06.2022,1821,crystal milk,147.502,150.452,136,-11.502,Gain,7.8,2,2.95,-14.45,$3021213.01,4456349.61,89126.99,4545475.4,4108849.69,-436625.71,-347499.92
plant 2,11897884,535611,16.08.2022,18084,crystal milk,1464.805,1494.101,1617,152.195,Loss,10.39,2,29.296,122.9,$3021213.01,44254879.23,885097.58,45139973.79,48853014.37,3713040.58,4598135.14
plant 2,11891530,535609,27.08.2022,18720,crystal milk,1460.161,1489.364,1510,49.839,Loss,3.41,2,29.203,20.64,$3021213.01,44114574.1,882291.48,44996858.93,45620316.45,623457.52,1505742.35
plant 2,11837631,535609,13.05.2022,18720,crystal milk,1460.161,1489.364,1660,199.839,Loss,13.69,2,29.203,170.64,$3021213.01,44114574.1,882291.48,44996858.93,50152135.97,5155277.04,6037561.87
plant 2,11891488,535609,13.08.2022,18676,crystal milk,1456.728,1485.863,1508,51.272,Loss,3.52,2,29.135,22.14,$3021213.01,44010855.86,880217.12,44891086.27,45559892.19,668805.92,1549036.33
plant 2,11916606,535611,06.10.2022,17952,crystal milk,1454.113,1483.195,1343,-111.113,Gain,7.64,2,29.082,-140.2,$3021213.01,43931851.14,878637.02,44810480.3,40574890.72,-4235589.58,-3356960.42
plant 2,11891489,535625,12.08.2022,18354,valtino malt,1453.637,1482.71,1281,-172.637,Gain,11.88,2,29.073,-201.71,$1302828.68,18938399.74,378767.99,19317171.12,16689235.39,-2627935.73,-2249164.35
plant 2,11937122,535611,25.10.2022,1801,crystal milk,145.881,148.799,0,-145.881,null,0,2,2.918,-148.8,$3021213.01,4407375.75,88147.52,4495534.75,0,-4495534.75,-4407375.75
plant 2,11905520,535626,03.09.2022,18276,valtino malt,1447.46,1476.409,1754,306.54,Loss,21.18,2,28.949,277.59,$1302828.68,18857924.01,377158.48,19235079.89,22851615.05,3616535.16,3993691.04
plant 2,11891486,535611,18.08.2022,17820,crystal milk,1443.421,1472.289,1717,273.579,Loss,18.95,2,28.868,244.71,$3021213.01,43608823.04,872176.46,44480986.81,51874227.38,7393240.57,8265404.34
plant 2,11930598,535611,13.10.2022,1790,crystal milk,144.99,147.89,100,-44.99,Gain,31.03,2,2.9,-47.89,$3021213.01,4380456.74,87609.13,4468071.92,3021213.01,-1446858.91,-1359243.73
plant 2,11878275,535611,11.07.2022,17754,crystal milk,1438.075,1466.837,1857,418.925,Loss,29.13,2,28.762,390.16,$3021213.01,43447308.99,868946.18,44316270.28,56103925.6,11787655.32,12656616.61
plant 2,11935101,535611,27.10.2022,17754,crystal milk,1438.075,1466.837,1483,44.925,Loss,3.12,2,28.762,16.16,$3021213.01,43447308.99,868946.18,44316270.28,44804588.94,488318.66,1357279.95
plant 2,11911935,535609,08.09.2022,18432,crystal milk,1437.696,1466.45,1450,12.304,Loss,0.86,2,28.754,-16.45,$3021213.01,43435858.6,868717.17,44304578.19,43807588.65,-496989.54,371730.05
plant 2,11905417,535611,28.08.2022,17688,crystal milk,1432.728,1461.383,1257,-175.728,Gain,12.27,2,28.655,-204.38,$3021213.01,43285764.73,865715.29,44151493.32,37976647.54,-6174845.78,-5309117.19
plant 2,11857303,699076,18.06.2022,19880,juice,1431.361,1459.988,1462,30.639,Loss,2.14,2,28.627,2.01,$1295929.78,18549433.46,370988.67,18920419.28,18946493.38,26074.1,397059.92
plant 2,11868937,535609,23.06.2022,18321,crystal milk,1429.038,1457.619,1437,7.962,Loss,0.56,2,28.581,-20.62,$3021213.01,43174281.97,863485.64,44037774.86,43414830.95,-622943.91,240548.98
plant 2,11897441,699076,14.08.2022,1978,juice,142.417,145.265,120,-22.417,Gain,15.74,2,2.848,-25.27,$1295929.78,1845624.31,36912.49,1882532.39,1555115.74,-327416.65,-290508.57
plant 2,11871848,535609,28.06.2022,1821,crystal milk,142.038,144.879,0,-142.038,null,0,2,2.841,-144.88,$3021213.01,4291270.54,85825.41,4377103.2,0,-4377103.2,-4291270.54
plant 2,11877201,535611,12.07.2022,17460,crystal milk,1414.261,1442.546,1560,145.739,Loss,10.3,2,28.285,117.45,$3021213.01,42727837.33,854556.75,43582387.43,47130922.96,3548535.53,4403085.63
plant 2,11857326,535611,27.06.2022,17292,crystal milk,1400.653,1428.666,1524,123.347,Loss,8.81,2,28.013,95.33,$3021213.01,42316710.66,846334.21,43163043.06,46043286.27,2880243.21,3726575.61
